time_s,gt_pos_x_m,gt_pos_y_m,gt_pos_z_m
10.46,10.46,0,0
10.48,10.48,0,0
10.5,10.5,0,0
10.52,10.52,0,0
10.54,10.54,0,0
10.56,10.56,0,0
10.58,10.58,0,0
10.6,10.6,0,0
10.62,10.62,0,0
10.64,10.64,0,0
10.66,10.66,0,0
10.68,10.68,0,0
10.7,10.7,0,0
10.72,10.72,0,0
10.74,10.74,0,0
10.76,10.76,0,0
10.78,10.78,0,0
10.8,10.8,0,0
10.82,10.82,0,0
10.84,10.84,0,0
10.86,10.86,0,0
10.88,10.88,0,0
10.9,10.9,0,0
10.92,10.92,0,0
10.94,10.94,0,0
10.96,10.96,0,0
10.98,10.98,0,0
11,11,0,0
11.02,11.02,0,0
11.04,11.04,0,0
11.06,11.06,0,0
11.08,11.08,0,0
11.1,11.1,0,0
11.12,11.12,0,0
11.14,11.14,0,0
11.16,11.16,0,0
11.18,11.18,0,0
11.2,11.2,0,0
11.22,11.22,0,0
